longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.86,33.61,15.0,3.0,3.0,930.0,447.0,8.6001,2000002.0,<1H OCEAN
-117.88,33.55,27.0,4.0,3.0,772.0,304.0,10.1275,2000002.0,<1H OCEAN
-117.84,33.6,21.0,3.0,2.0,1443.0,576.0,9.0519,2000002.0,<1H OCEAN
-117.86,33.62,23.0,4.0,2.0,1092.0,345.0,7.9367,2000002.0,<1H OCEAN
-117.86,33.62,17.0,4.0,3.0,1247.0,398.0,10.1989,2000002.0,<1H OCEAN
-117.85,33.62,18.0,2.0,1.0,316.0,108.0,10.3893,2000002.0,<1H OCEAN
-117.85,33.61,14.0,7.0,3.0,1505.0,670.0,7.5674,2000002.0,<1H OCEAN
-117.85,33.62,13.0,5.0,3.0,1865.0,662.0,15.0001,2000002.0,<1H OCEAN
-117.86,33.63,17.0,5.0,3.0,1175.0,534.0,5.3099,2000002.0,<1H OCEAN
-117.77,33.54,28.0,3.0,3.0,1134.0,466.0,7.2217,2000002.0,<1H OCEAN
-117.76,33.54,28.0,4.0,2.0,826.0,323.0,6.9257,932800.0,<1H OCEAN
-117.77,33.54,47.0,4.0,3.0,1105.0,582.0,4.1699,747400.0,<1H OCEAN
-117.77,33.53,46.0,4.0,2.0,462.0,224.0,3.2708,769400.0,<1H OCEAN
-117.8,33.52,50.0,4.0,3.0,519.0,225.0,3.053,2000002.0,<1H OCEAN
-117.76,33.53,28.0,4.0,2.0,1176.0,480.0,7.9794,852200.0,<1H OCEAN
-117.76,33.53,18.0,3.0,3.0,1310.0,580.0,8.4614,783800.0,<1H OCEAN
-117.76,33.53,24.0,3.0,3.0,712.0,332.0,10.6349,2000002.0,<1H OCEAN
-117.77,33.53,32.0,4.0,2.0,1105.0,543.0,5.1837,891200.0,<1H OCEAN
-117.78,33.51,44.0,5.0,2.0,515.0,268.0,6.6178,2000002.0,<1H OCEAN
-117.73,33.63,15.0,4.0,3.0,1382.0,586.0,5.5137,323600.0,<1H OCEAN
-117.74,33.62,16.0,5.0,4.0,2103.0,745.0,5.6877,462800.0,<1H OCEAN
-117.75,33.64,9.0,4.0,3.0,1111.0,542.0,5.5342,364600.0,<1H OCEAN
-117.72,33.62,21.0,5.0,3.0,662.0,457.0,3.1679,220000.0,<1H OCEAN
-117.72,33.62,19.0,4.0,2.0,365.0,279.0,2.8583,211600.0,<1H OCEAN
-117.71,33.61,25.0,5.0,4.0,891.0,626.0,2.395,160600.0,<1H OCEAN
-117.72,33.63,15.0,5.0,2.0,378.0,202.0,1.9,325000.0,<1H OCEAN
-117.72,33.62,19.0,7.0,6.0,1711.0,1225.0,2.7634,173800.0,<1H OCEAN
-117.73,33.61,16.0,2.0,2.0,178.0,121.0,4.8611,373600.0,<1H OCEAN
-117.74,33.62,16.0,5.0,2.0,686.0,537.0,3.4706,483400.0,<1H OCEAN
-117.74,33.61,16.0,4.0,3.0,857.0,546.0,3.7422,459600.0,<1H OCEAN
-117.74,33.61,17.0,5.0,3.0,662.0,443.0,3.5625,361600.0,<1H OCEAN
-117.75,33.61,17.0,5.0,2.0,781.0,522.0,3.1779,373000.0,<1H OCEAN
-117.75,33.6,5.0,7.0,3.0,1727.0,948.0,4.9,511200.0,<1H OCEAN
-117.75,33.61,16.0,5.0,2.0,709.0,489.0,3.2845,455200.0,<1H OCEAN
-117.73,33.61,17.0,5.0,2.0,832.0,564.0,2.6759,241200.0,<1H OCEAN
-117.7,33.61,16.0,7.0,4.0,1738.0,686.0,3.6484,645200.0,<1H OCEAN
-117.7,33.6,26.0,4.0,2.0,634.0,469.0,2.3774,148600.0,<1H OCEAN
-117.71,33.6,8.0,6.0,3.0,1312.0,629.0,3.5521,459600.0,<1H OCEAN
-117.71,33.6,25.0,7.0,4.0,893.0,654.0,2.3387,149600.0,<1H OCEAN
-117.72,33.61,26.0,4.0,3.0,618.0,450.0,2.5685,160800.0,<1H OCEAN
-117.72,33.61,26.0,4.0,2.0,774.0,584.0,2.49,162200.0,<1H OCEAN
-117.71,33.61,26.0,6.0,4.0,888.0,663.0,2.6848,148200.0,<1H OCEAN
-117.71,33.61,26.0,4.0,3.0,669.0,502.0,2.3438,144600.0,<1H OCEAN
-117.71,33.6,25.0,3.0,3.0,602.0,428.0,2.7601,145000.0,<1H OCEAN
-117.7,33.6,26.0,3.0,3.0,301.0,208.0,2.625,161200.0,<1H OCEAN
-117.7,33.6,25.0,5.0,2.0,396.0,278.0,3.1131,154200.0,<1H OCEAN
-117.7,33.59,11.0,9.0,4.0,3445.0,1571.0,4.1678,381800.0,<1H OCEAN
-117.84,33.66,5.0,2.0,1.0,384.0,171.0,4.5833,460800.0,<1H OCEAN
-117.84,33.66,5.0,4.0,3.0,857.0,402.0,3.7857,463200.0,<1H OCEAN
-117.84,33.65,4.0,4.0,3.0,1030.0,411.0,2.2262,450000.0,<1H OCEAN
-117.83,33.66,4.0,2.0,2.0,511.0,198.0,7.9217,592400.0,<1H OCEAN
-117.83,33.65,9.0,4.0,3.0,426.0,234.0,3.7875,375000.0,<1H OCEAN
-117.83,33.65,8.0,3.0,2.0,950.0,399.0,4.1103,500800.0,<1H OCEAN
-117.82,33.66,15.0,4.0,3.0,1049.0,398.0,6.4967,775000.0,<1H OCEAN
-117.81,33.63,17.0,6.0,4.0,1798.0,612.0,8.1093,820800.0,<1H OCEAN
-117.82,33.65,18.0,5.0,3.0,830.0,286.0,6.3822,725000.0,<1H OCEAN
-117.8,33.63,8.0,3.0,2.0,26.0,11.0,4.1944,541600.0,<1H OCEAN
-117.8,33.64,8.0,5.0,4.0,1680.0,705.0,8.8693,900800.0,<1H OCEAN
-117.8,33.63,15.0,5.0,2.0,1289.0,416.0,11.1121,986000.0,<1H OCEAN
-117.82,33.64,18.0,5.0,2.0,808.0,278.0,9.8589,2000002.0,<1H OCEAN
-117.81,33.64,16.0,5.0,2.0,868.0,329.0,11.0138,884200.0,<1H OCEAN
-117.81,33.64,4.0,4.0,2.0,811.0,233.0,12.3411,2000002.0,<1H OCEAN
-117.88,33.6,31.0,6.0,3.0,1938.0,964.0,8.8742,2000002.0,<1H OCEAN
-117.87,33.6,20.0,5.0,2.0,1064.0,526.0,6.6155,2000002.0,<1H OCEAN
-117.87,33.6,35.0,3.0,3.0,782.0,411.0,5.1155,1000000.0,<1H OCEAN
-117.87,33.59,44.0,3.0,3.0,910.0,374.0,6.6544,2000002.0,<1H OCEAN
-117.87,33.6,33.0,4.0,3.0,1155.0,553.0,5.2949,2000002.0,<1H OCEAN
-117.86,33.6,30.0,4.0,3.0,635.0,314.0,6.6265,2000002.0,<1H OCEAN
-117.87,33.6,34.0,5.0,4.0,1275.0,718.0,4.498,965800.0,<1H OCEAN
-117.89,33.6,36.0,4.0,2.0,441.0,203.0,7.8164,2000002.0,<1H OCEAN
-117.9,33.61,41.0,3.0,2.0,527.0,275.0,4.0764,2000002.0,<1H OCEAN
-117.91,33.61,40.0,5.0,3.0,952.0,424.0,4.8,2000002.0,<1H OCEAN
-117.91,33.6,37.0,5.0,2.0,673.0,390.0,5.1048,2000002.0,<1H OCEAN
-117.92,33.57,37.0,4.0,3.0,921.0,366.0,7.2988,2000002.0,NEAR OCEAN
-117.9,33.6,25.0,5.0,2.0,906.0,472.0,3.6538,2000002.0,<1H OCEAN
-117.92,33.61,23.0,3.0,3.0,539.0,300.0,3.5682,2000002.0,<1H OCEAN
-117.91,33.61,38.0,3.0,1.0,410.0,171.0,11.075,2000002.0,<1H OCEAN
-117.92,33.61,37.0,2.0,1.0,394.0,154.0,10.3682,2000002.0,<1H OCEAN
-117.92,33.61,36.0,2.0,2.0,316.0,126.0,10.3048,2000002.0,<1H OCEAN
-117.91,33.61,36.0,5.0,3.0,771.0,365.0,11.216,2000002.0,<1H OCEAN
-117.88,33.63,21.0,7.0,5.0,3162.0,1831.0,4.7024,690800.0,<1H OCEAN
-117.89,33.62,24.0,5.0,3.0,465.0,236.0,3.0625,187600.0,<1H OCEAN
-117.88,33.64,16.0,3.0,2.0,1209.0,559.0,8.5574,784400.0,<1H OCEAN
-117.9,33.61,19.0,3.0,3.0,860.0,367.0,13.1738,2000002.0,<1H OCEAN
-117.89,33.61,16.0,4.0,2.0,656.0,423.0,6.3017,700000.0,<1H OCEAN
-117.89,33.61,41.0,3.0,3.0,540.0,284.0,6.0247,2000002.0,<1H OCEAN
-117.89,33.61,42.0,3.0,3.0,539.0,249.0,5.0,2000002.0,<1H OCEAN
-117.89,33.61,44.0,5.0,2.0,745.0,332.0,5.1923,2000002.0,<1H OCEAN
-117.89,33.6,40.0,3.0,2.0,498.0,278.0,5.6336,2000002.0,<1H OCEAN
-117.89,33.61,45.0,4.0,3.0,653.0,328.0,4.2222,2000002.0,<1H OCEAN
-117.9,33.61,44.0,5.0,2.0,507.0,266.0,3.4937,2000002.0,<1H OCEAN
-117.87,33.64,26.0,4.0,3.0,1336.0,451.0,10.2849,2000002.0,<1H OCEAN
-117.86,33.65,4.0,5.0,4.0,1326.0,714.0,5.4284,2000002.0,<1H OCEAN
-117.87,33.63,9.0,6.0,3.0,1912.0,903.0,10.8289,2000002.0,<1H OCEAN
-117.87,33.62,15.0,3.0,3.0,735.0,274.0,15.0001,2000002.0,<1H OCEAN
-117.87,33.62,8.0,3.0,1.0,375.0,183.0,9.802,2000002.0,<1H OCEAN
-117.88,33.65,24.0,7.0,3.0,1777.0,754.0,5.9055,954600.0,<1H OCEAN
-117.9,33.63,26.0,3.0,2.0,1598.0,549.0,10.1454,2000002.0,<1H OCEAN
-117.91,33.63,20.0,7.0,4.0,1427.0,977.0,3.1985,212600.0,<1H OCEAN
-117.9,33.63,32.0,5.0,2.0,1381.0,537.0,6.1426,901400.0,<1H OCEAN
-117.9,33.63,26.0,5.0,3.0,598.0,375.0,3.2125,910000.0,<1H OCEAN
-117.9,33.63,28.0,4.0,2.0,832.0,347.0,7.1148,2000002.0,<1H OCEAN
-117.88,33.66,26.0,10.0,5.0,2673.0,1135.0,3.5426,590800.0,<1H OCEAN
-117.89,33.66,33.0,5.0,4.0,1621.0,732.0,4.1372,530400.0,<1H OCEAN
-117.9,33.66,13.0,4.0,3.0,841.0,368.0,3.6042,452000.0,<1H OCEAN
-117.9,33.65,24.0,5.0,4.0,1928.0,855.0,4.6808,491000.0,<1H OCEAN
-117.89,33.66,32.0,4.0,2.0,1279.0,534.0,5.5422,506200.0,<1H OCEAN
-117.9,33.65,27.0,5.0,3.0,1402.0,563.0,6.632,882200.0,<1H OCEAN
-117.9,33.64,28.0,4.0,2.0,1081.0,465.0,3.9375,679600.0,<1H OCEAN
-117.9,33.65,28.0,5.0,3.0,1108.0,452.0,5.2549,523600.0,<1H OCEAN
-117.9,33.65,30.0,4.0,2.0,1131.0,460.0,4.4135,544600.0,<1H OCEAN
-117.91,33.65,24.0,5.0,3.0,590.0,254.0,2.625,435800.0,<1H OCEAN
-117.9,33.65,30.0,4.0,3.0,771.0,364.0,3.4125,568200.0,<1H OCEAN
-117.91,33.65,17.0,3.0,2.0,762.0,344.0,2.2222,553600.0,<1H OCEAN
-117.91,33.64,37.0,5.0,2.0,1030.0,436.0,3.9306,536800.0,<1H OCEAN
-117.9,33.64,36.0,5.0,2.0,850.0,348.0,5.0532,621800.0,<1H OCEAN
-117.91,33.64,29.0,3.0,2.0,832.0,326.0,4.8098,650800.0,<1H OCEAN
-117.91,33.64,40.0,5.0,2.0,876.0,364.0,3.6406,652200.0,<1H OCEAN
-117.91,33.63,32.0,3.0,3.0,946.0,418.0,2.7264,622200.0,<1H OCEAN
-117.92,33.63,34.0,5.0,2.0,1131.0,490.0,4.9643,635800.0,<1H OCEAN
-117.91,33.63,30.0,5.0,3.0,1081.0,412.0,4.9125,671400.0,<1H OCEAN
-117.92,33.64,25.0,5.0,2.0,985.0,516.0,3.1305,537600.0,<1H OCEAN
-117.91,33.64,38.0,4.0,2.0,1067.0,512.0,2.8553,615200.0,<1H OCEAN
-117.92,33.63,24.0,4.0,3.0,696.0,347.0,3.5161,472800.0,<1H OCEAN
-117.91,33.63,32.0,4.0,3.0,557.0,223.0,3.5388,814000.0,<1H OCEAN
-117.92,33.62,37.0,5.0,2.0,837.0,381.0,5.2416,942600.0,<1H OCEAN
-117.92,33.63,39.0,3.0,2.0,553.0,225.0,7.8496,981600.0,<1H OCEAN
-117.92,33.62,35.0,4.0,2.0,727.0,316.0,6.5842,917000.0,<1H OCEAN
-117.91,33.61,27.0,4.0,3.0,435.0,203.0,5.9196,2000002.0,<1H OCEAN
-117.91,33.62,32.0,4.0,2.0,944.0,426.0,4.4063,2000002.0,<1H OCEAN
-117.91,33.62,35.0,3.0,2.0,937.0,387.0,9.2175,2000002.0,<1H OCEAN
-117.92,33.61,18.0,4.0,2.0,425.0,288.0,5.3369,625000.0,<1H OCEAN
-117.93,33.62,33.0,3.0,2.0,859.0,329.0,4.5658,2000002.0,<1H OCEAN
-117.93,33.62,34.0,4.0,2.0,1052.0,468.0,5.6315,969200.0,<1H OCEAN
-117.94,33.62,28.0,4.0,2.0,832.0,349.0,6.5928,878200.0,<1H OCEAN
-117.95,33.63,29.0,4.0,2.0,463.0,215.0,6.0516,2000002.0,<1H OCEAN
-117.96,33.6,34.0,3.0,2.0,384.0,197.0,5.2333,942800.0,NEAR OCEAN
-117.93,33.61,27.0,5.0,2.0,791.0,358.0,3.8125,733400.0,<1H OCEAN
-117.93,33.62,37.0,5.0,2.0,807.0,410.0,7.0516,2000002.0,<1H OCEAN
-117.94,33.62,25.0,4.0,2.0,569.0,249.0,3.6607,2000002.0,<1H OCEAN
-117.94,33.65,20.0,5.0,4.0,2327.0,963.0,5.6637,444200.0,<1H OCEAN
-117.93,33.65,35.0,4.0,3.0,1473.0,402.0,4.4211,430400.0,<1H OCEAN
-117.93,33.64,31.0,4.0,3.0,1252.0,373.0,2.7143,370800.0,<1H OCEAN
-117.94,33.64,18.0,5.0,3.0,871.0,399.0,2.6221,544000.0,<1H OCEAN
-117.93,33.64,24.0,4.0,2.0,1478.0,404.0,2.5301,385800.0,<1H OCEAN
-117.92,33.64,24.0,5.0,4.0,1623.0,611.0,3.0708,377400.0,<1H OCEAN
-117.94,33.64,24.0,3.0,2.0,470.0,333.0,1.6389,450000.0,<1H OCEAN
-117.93,33.64,15.0,5.0,3.0,1335.0,434.0,2.7543,355600.0,<1H OCEAN
-117.95,33.63,27.0,4.0,3.0,1082.0,443.0,5.8777,717600.0,<1H OCEAN
-117.95,33.63,27.0,2.0,2.0,513.0,171.0,6.0,763000.0,<1H OCEAN
-117.93,33.63,10.0,7.0,4.0,1332.0,646.0,4.6161,452600.0,<1H OCEAN
-117.95,33.63,17.0,7.0,5.0,2688.0,1535.0,3.9917,543200.0,<1H OCEAN
-117.91,33.65,19.0,4.0,2.0,1118.0,394.0,4.1029,426800.0,<1H OCEAN
-117.92,33.64,5.0,5.0,3.0,497.0,244.0,2.75,450000.0,<1H OCEAN
-117.92,33.65,15.0,4.0,2.0,1330.0,424.0,3.4417,365000.0,<1H OCEAN
-117.93,33.65,29.0,3.0,2.0,1198.0,362.0,3.5179,450000.0,<1H OCEAN
-117.91,33.65,24.0,3.0,2.0,814.0,459.0,2.1074,362600.0,<1H OCEAN
-117.92,33.65,28.0,4.0,3.0,807.0,425.0,0.9702,450800.0,<1H OCEAN
-117.92,33.65,25.0,3.0,3.0,1314.0,473.0,4.1026,423000.0,<1H OCEAN
-117.92,33.65,20.0,3.0,2.0,856.0,360.0,3.184,440000.0,<1H OCEAN
-117.93,33.65,27.0,5.0,2.0,1063.0,376.0,2.75,550000.0,<1H OCEAN
-117.92,33.68,28.0,3.0,3.0,1397.0,560.0,4.8125,489200.0,<1H OCEAN
-117.93,33.67,27.0,3.0,3.0,1391.0,481.0,8.1001,673000.0,<1H OCEAN
-117.94,33.67,26.0,5.0,3.0,925.0,323.0,8.1839,734000.0,<1H OCEAN
-117.94,33.66,16.0,4.0,2.0,963.0,411.0,5.5,448200.0,<1H OCEAN
-117.94,33.65,15.0,4.0,3.0,1015.0,419.0,5.2732,419400.0,<1H OCEAN
-117.93,33.65,34.0,4.0,2.0,1559.0,429.0,4.2036,440200.0,<1H OCEAN
-117.93,33.69,19.0,4.0,2.0,1156.0,424.0,5.01,527600.0,<1H OCEAN
-117.93,33.69,26.0,4.0,3.0,1258.0,469.0,6.4441,522000.0,<1H OCEAN
-117.92,33.68,25.0,3.0,3.0,1024.0,428.0,4.4732,491200.0,<1H OCEAN
-117.93,33.68,33.0,4.0,3.0,1197.0,429.0,5.069,528400.0,<1H OCEAN
-117.94,33.68,26.0,3.0,3.0,1504.0,520.0,7.4056,748400.0,<1H OCEAN
-117.92,33.67,14.0,10.0,6.0,3148.0,1589.0,4.2071,861800.0,<1H OCEAN
-117.93,33.66,18.0,3.0,2.0,702.0,246.0,9.6062,829400.0,<1H OCEAN
-117.93,33.65,26.0,7.0,4.0,4738.0,1477.0,3.1483,426000.0,<1H OCEAN
-117.91,33.69,30.0,3.0,2.0,1289.0,423.0,5.2815,459000.0,<1H OCEAN
-117.91,33.67,16.0,10.0,5.0,5014.0,2116.0,3.512,436800.0,<1H OCEAN
-117.9,33.68,25.0,10.0,5.0,3903.0,1139.0,4.8359,498400.0,<1H OCEAN
-117.9,33.67,26.0,4.0,2.0,1333.0,392.0,6.1601,532200.0,<1H OCEAN
-117.89,33.68,26.0,3.0,2.0,1452.0,491.0,5.0853,520600.0,<1H OCEAN
-117.9,33.67,25.0,2.0,1.0,311.0,93.0,6.6833,551800.0,<1H OCEAN
-117.91,33.67,32.0,5.0,3.0,1475.0,569.0,4.4625,507000.0,<1H OCEAN
-117.91,33.66,26.0,8.0,6.0,2681.0,1116.0,4.0341,486600.0,<1H OCEAN
-117.91,33.65,14.0,7.0,3.0,1584.0,703.0,4.0417,361800.0,<1H OCEAN
-117.91,33.66,21.0,5.0,3.0,1099.0,434.0,3.225,387600.0,<1H OCEAN
-117.9,33.66,22.0,6.0,3.0,1952.0,938.0,3.1667,322000.0,<1H OCEAN
-117.9,33.66,4.0,3.0,1.0,623.0,84.0,6.6369,385200.0,<1H OCEAN
-117.9,33.69,13.0,7.0,5.0,4071.0,1582.0,5.422,633200.0,<1H OCEAN
-117.87,33.69,4.0,5.0,4.0,983.0,655.0,3.7174,550000.0,<1H OCEAN
-117.89,33.68,8.0,7.0,6.0,2389.0,1371.0,3.3409,362600.0,<1H OCEAN
-117.88,33.69,20.0,10.0,4.0,2734.0,1000.0,5.2138,466200.0,<1H OCEAN
-117.86,33.71,21.0,4.0,3.0,2246.0,400.0,3.152,305600.0,<1H OCEAN
-117.86,33.71,36.0,3.0,1.0,208.0,37.0,3.375,315000.0,<1H OCEAN
-117.87,33.71,16.0,7.0,3.0,1924.0,621.0,4.9148,311000.0,<1H OCEAN
-117.87,33.71,13.0,4.0,3.0,817.0,342.0,3.5326,525000.0,<1H OCEAN
-117.87,33.7,17.0,7.0,3.0,1916.0,618.0,4.9153,532800.0,<1H OCEAN
-117.87,33.7,21.0,5.0,3.0,2266.0,628.0,5.0956,492000.0,<1H OCEAN
-117.88,33.71,27.0,4.0,3.0,1703.0,289.0,4.1,369800.0,<1H OCEAN
-117.88,33.71,30.0,3.0,3.0,1914.0,369.0,3.5551,370400.0,<1H OCEAN
-117.88,33.71,20.0,4.0,2.0,1403.0,411.0,3.1742,490000.0,<1H OCEAN
-117.88,33.7,18.0,3.0,3.0,1464.0,405.0,5.4836,451600.0,<1H OCEAN
-117.88,33.7,17.0,9.0,4.0,2966.0,1339.0,3.4835,233400.0,<1H OCEAN
-117.88,33.7,24.0,3.0,2.0,249.0,74.0,5.3254,481000.0,<1H OCEAN
-117.88,33.7,16.0,3.0,2.0,835.0,339.0,3.8029,410800.0,<1H OCEAN
-117.9,33.72,36.0,2.0,1.0,577.0,115.0,3.6875,275000.0,<1H OCEAN
-117.91,33.72,32.0,5.0,3.0,2839.0,516.0,4.5607,364200.0,<1H OCEAN
-117.9,33.72,33.0,5.0,2.0,3150.0,543.0,4.3899,361400.0,<1H OCEAN
-117.9,33.73,31.0,4.0,3.0,1690.0,301.0,3.2639,310400.0,<1H OCEAN
-117.89,33.72,25.0,7.0,3.0,3872.0,850.0,4.65,395600.0,<1H OCEAN
-117.89,33.72,23.0,5.0,2.0,2493.0,502.0,3.6618,367000.0,<1H OCEAN
-117.88,33.73,32.0,4.0,3.0,1786.0,332.0,4.5726,355000.0,<1H OCEAN
-117.88,33.72,38.0,3.0,2.0,1236.0,263.0,3.9844,330600.0,<1H OCEAN
-117.88,33.72,36.0,4.0,2.0,1593.0,329.0,3.89,340000.0,<1H OCEAN
-117.9,33.71,16.0,5.0,4.0,2592.0,662.0,6.1966,521000.0,<1H OCEAN
-117.89,33.71,23.0,3.0,2.0,1092.0,263.0,4.7422,404800.0,<1H OCEAN
-117.89,33.71,24.0,6.0,3.0,2663.0,753.0,4.5814,466600.0,<1H OCEAN
-117.9,33.71,16.0,3.0,2.0,1324.0,351.0,6.2488,504000.0,<1H OCEAN
-117.89,33.71,16.0,3.0,2.0,926.0,239.0,6.2452,532600.0,<1H OCEAN
-117.9,33.71,15.0,3.0,1.0,287.0,66.0,6.3427,610400.0,<1H OCEAN
-117.92,33.7,15.0,6.0,4.0,1510.0,622.0,4.2708,323400.0,<1H OCEAN
-117.91,33.71,16.0,7.0,3.0,1719.0,715.0,3.6505,291400.0,<1H OCEAN
-117.89,33.7,13.0,5.0,3.0,838.0,525.0,3.2386,258400.0,<1H OCEAN
-117.9,33.7,12.0,6.0,4.0,2153.0,989.0,4.6483,381600.0,<1H OCEAN
-117.9,33.7,15.0,6.0,4.0,982.0,634.0,4.5757,325000.0,<1H OCEAN
-117.86,33.73,31.0,3.0,2.0,1369.0,259.0,3.5694,301000.0,<1H OCEAN
-117.86,33.72,31.0,3.0,2.0,1602.0,306.0,2.3333,315400.0,<1H OCEAN
-117.87,33.72,39.0,6.0,3.0,2789.0,619.0,3.5902,331800.0,<1H OCEAN
-117.87,33.72,37.0,4.0,3.0,2445.0,506.0,3.8421,348000.0,<1H OCEAN
-117.86,33.72,37.0,5.0,3.0,2089.0,399.0,3.413,301200.0,<1H OCEAN
-117.86,33.72,32.0,4.0,2.0,1909.0,346.0,3.5511,318200.0,<1H OCEAN
-117.85,33.73,28.0,5.0,2.0,3328.0,595.0,2.4539,230000.0,<1H OCEAN
-117.84,33.73,20.0,6.0,3.0,1534.0,669.0,2.4211,350000.0,<1H OCEAN
-117.84,33.74,22.0,9.0,6.0,4715.0,1666.0,3.1353,242800.0,<1H OCEAN
-117.84,33.74,24.0,3.0,2.0,910.0,427.0,3.3611,269200.0,<1H OCEAN
-117.84,33.74,25.0,5.0,3.0,1426.0,532.0,3.2104,225000.0,<1H OCEAN
-117.83,33.74,23.0,4.0,2.0,958.0,485.0,2.6771,263000.0,<1H OCEAN
-117.86,33.75,5.0,3.0,2.0,207.0,51.0,1.8,308400.0,<1H OCEAN
-117.86,33.75,31.0,5.0,2.0,1810.0,468.0,1.9309,346800.0,<1H OCEAN
-117.86,33.75,6.0,5.0,3.0,3157.0,629.0,2.9271,246400.0,<1H OCEAN
-117.86,33.76,15.0,5.0,2.0,1326.0,254.0,2.8289,235000.0,<1H OCEAN
-117.85,33.74,19.0,5.0,3.0,1214.0,328.0,2.7059,319600.0,<1H OCEAN
-117.85,33.75,27.0,5.0,4.0,2936.0,609.0,2.5651,342800.0,<1H OCEAN
-117.86,33.74,9.0,2.0,1.0,1257.0,165.0,3.375,330600.0,<1H OCEAN
-117.86,33.74,32.0,2.0,1.0,926.0,148.0,4.125,351800.0,<1H OCEAN
-117.85,33.74,26.0,7.0,4.0,5756.0,983.0,2.1992,341600.0,<1H OCEAN
-117.86,33.73,23.0,2.0,2.0,647.0,96.0,3.775,354800.0,<1H OCEAN
-117.86,33.73,30.0,4.0,3.0,3249.0,552.0,3.7202,364200.0,<1H OCEAN
-117.86,33.73,26.0,4.0,2.0,2776.0,463.0,2.6385,360400.0,<1H OCEAN
-117.87,33.74,31.0,7.0,4.0,3289.0,631.0,2.6734,317000.0,<1H OCEAN
-117.87,33.73,45.0,3.0,3.0,1970.0,499.0,3.4193,354000.0,<1H OCEAN
-117.87,33.74,52.0,4.0,3.0,2165.0,521.0,3.415,345000.0,<1H OCEAN
-117.86,33.74,38.0,3.0,2.0,3242.0,599.0,3.425,331200.0,<1H OCEAN
-117.86,33.73,38.0,3.0,3.0,2451.0,504.0,3.3125,318200.0,<1H OCEAN
-117.86,33.74,34.0,7.0,3.0,2984.0,625.0,2.5,325000.0,<1H OCEAN
-117.89,33.73,33.0,4.0,2.0,2175.0,347.0,3.0824,354800.0,<1H OCEAN
-117.9,33.73,32.0,6.0,4.0,5116.0,854.0,3.7147,328200.0,<1H OCEAN
-117.9,33.73,30.0,2.0,1.0,1048.0,163.0,4.1,332800.0,<1H OCEAN
-117.88,33.73,33.0,4.0,2.0,3232.0,589.0,3.2037,327000.0,<1H OCEAN
-117.88,33.73,36.0,4.0,3.0,2594.0,475.0,3.75,341000.0,<1H OCEAN
-117.89,33.75,31.0,3.0,2.0,1476.0,301.0,4.0231,278400.0,<1H OCEAN
-117.89,33.74,32.0,5.0,3.0,2145.0,347.0,2.9167,316800.0,<1H OCEAN
-117.89,33.74,34.0,3.0,2.0,2083.0,330.0,3.2292,321200.0,<1H OCEAN
-117.9,33.75,28.0,5.0,3.0,1575.0,278.0,3.425,319000.0,<1H OCEAN
-117.9,33.74,19.0,5.0,3.0,1032.0,330.0,2.2105,360800.0,<1H OCEAN
-117.9,33.74,18.0,5.0,2.0,1915.0,442.0,2.3783,333400.0,<1H OCEAN
-117.91,33.74,25.0,7.0,3.0,2946.0,922.0,2.9926,366400.0,<1H OCEAN
-117.91,33.73,26.0,3.0,3.0,2867.0,509.0,4.7639,359800.0,<1H OCEAN
-117.9,33.73,26.0,4.0,3.0,1804.0,311.0,3.9659,357000.0,<1H OCEAN
-117.9,33.74,24.0,5.0,4.0,5516.0,911.0,2.7535,222000.0,<1H OCEAN
-117.9,33.74,25.0,3.0,1.0,1066.0,189.0,4.7679,346200.0,<1H OCEAN
-117.9,33.74,24.0,4.0,3.0,3171.0,504.0,3.0833,303400.0,<1H OCEAN
-117.89,33.74,32.0,2.0,2.0,959.0,113.0,3.75,318000.0,<1H OCEAN
-117.89,33.74,33.0,2.0,1.0,1217.0,146.0,4.6875,308800.0,<1H OCEAN
-117.89,33.73,32.0,3.0,1.0,837.0,135.0,4.0769,327800.0,<1H OCEAN
-117.88,33.75,10.0,5.0,2.0,2176.0,548.0,1.5026,303600.0,<1H OCEAN
-117.88,33.74,29.0,2.0,2.0,1045.0,181.0,3.1964,303800.0,<1H OCEAN
-117.88,33.74,16.0,4.0,2.0,2329.0,441.0,3.1691,318800.0,<1H OCEAN
-117.88,33.74,31.0,5.0,3.0,1718.0,268.0,2.8077,280600.0,<1H OCEAN
-117.87,33.74,16.0,4.0,2.0,1925.0,376.0,2.7632,317800.0,<1H OCEAN
-117.88,33.74,19.0,7.0,3.0,3545.0,635.0,2.5224,297000.0,<1H OCEAN
-117.88,33.74,25.0,5.0,2.0,3416.0,538.0,3.0083,327000.0,<1H OCEAN
-117.87,33.76,6.0,9.0,4.0,3800.0,1130.0,2.246,366600.0,<1H OCEAN
-117.87,33.75,14.0,7.0,5.0,6799.0,1796.0,2.6561,288800.0,<1H OCEAN
-117.87,33.75,18.0,5.0,2.0,812.0,221.0,2.6635,325000.0,<1H OCEAN
-117.86,33.75,39.0,2.0,2.0,554.0,103.0,3.5972,316000.0,<1H OCEAN
-117.86,33.75,13.0,6.0,3.0,3356.0,659.0,1.5054,275000.0,<1H OCEAN
